place_name,author,rating,text
Jetts 24 Hour Fitness - Unilever House,Silvi N,5,"Great gym! It's spacious with plenty of machines, so you don't have to wait. The staff is super friendly and helpful. There are private bathrooms with showers, lockers, and even a vending machine for snacks. The views are amazing, and the overall atmosphere is really nice. Highly recommend!"
Jetts 24 Hour Fitness - Unilever House,Taweerat Kairaskulapat,2,"The gym is not bad overall, but it gets extremely crowded during peak hours (5-8 P.M.), making it hard to get a proper workout. The biggest issue is the air conditioning—easily the worst I’ve ever experienced. The dumbbell area, in particular, feels unbearably hot, which makes training uncomfortable. On top of that, there are no towels available, which raises hygiene concerns since people sweat heavily in this heat. The lack of proper ventilation and basic amenities makes the environment feel unclean. If they improve the air conditioning, provide towels, and maintain better hygiene, it would be a much better experience."
Jetts 24 Hour Fitness - Unilever House,Илья Гусев,1,"Extremely disappointed with Jetts Gym. I paid upfront for a 3-month membership, but after just a few visits I was suddenly denied entry because of my workout shoes — despite no warning during registration or mention in the contract.

What’s worse, I saw people training barefoot or wearing old, dirty, torn shoes, and no one seemed to care. My shoes were brand new, breathable, and used exclusively for training — never worn outside.

Staff refused to discuss or offer any solutions. I offered to stop using the gym and requested a refund for the unused 2 months — denied without any consideration.

This is a clear example of double standards and poor customer service. If you expect transparency and respect as a paying client, avoid this place.

👎 Inconsistent and unclear rules
👎 No empathy or flexibility
👎 Selective enforcement and unprofessional staff"
Jetts 24 Hour Fitness - Unilever House,Fred Bran,2,The staff leaves all the equipment around after private sessions. If they are the first ones not to respect the gym how can you expect the customers to do so? It’s also dirty and many items in the lockers and toilets are broken.
Jetts 24 Hour Fitness - Robinson Lifestyle Latkrabang,Eren Yılmaz,1,"Dear management,
I signed for 3 months contract with my overseas bank account. After my first month I needed to go to my country urgently but before that I wanted to come to the gym and I couldn’t go in. After a while I realized next payment didn’t go through and I didn’t know that. Because of I couldn’t go into the gym I didn’t get any information. I was expecting to receive a call from gym management because they have pictures of my bank card in their system and I could do freeze my account and go to my own country.

So what happened now. After the payment issue I thought okay then which means my gym membership is gone, I went to glass bangna branch for create a membership but they told me I have to pay for 3 months now. I said no one didn’t call me and when I realised it was too late for me to take an action. They said we will call Robinson branch for give you a call yesterday but no one also didn’t call me.

I’m a foreigner in this country I don’t know how the entire system is works but I lived in two different countries for a long time when some issue is appear I always receive a call but I didn’t get anything in Robinson Jett’s fitness branch.

If Robinson fitness management fix this issue I’d like to back to training again because I’m not able to pay for 3 months right now."
Jetts 24 Hour Fitness - Robinson Lifestyle Latkrabang,Jacy Macnee,5,"Great facilities, 2 floor so plenty of equipment. Protein shakes and everything available. 500 baht which I think is reasonable for what you get for a single visit, at least compared to Australian prices"
Jetts 24 Hour Fitness - Robinson Lifestyle Latkrabang,ryan howells,1,"Just landed back in Bangkok and got a hotel near the airport. Was looking for a gym at 3am and found this. I didn't go at 3am as knew it would be unstaffed but signed up for a free trial as I train out of normal hours often being a competitive bodybuilder.
Went during the day and asked about the trial. Rather than being given a tour of the premises, one of the kids asked for 500 baht cash. I respect the hustle but had this been the type of gym that did day passes I would have just bought a day pass. It is membership only (rolling one month contract) which is what I wanted as I do train at strange hours. So I knew there was no day pass for 500 baht. I accepted this nonetheless, had it not been for the 5 little boys working then laughing as I left.
If you are going to try and hustle someone you can do it with a straight face not turn it into a blatent joke.

From what I could see from reception without being given a tour it only looks like a small cardio area with no proper lifting area. The staff are skinny little kids and wouldn't know how to advise on how to use the gym equipment if you're a newbie.

Went to Gym Junkies instead and will find a different 24/7 chain."
Jetts 24 Hour Fitness - Robinson Lifestyle Latkrabang,Joaquin,5,"New and clean gym with all the necessary equipment for training and new machines, price for one day 500 Thb."
Jetts 24 Hour Fitness - Robinson Lifestyle Latkrabang,Morten Nimb Qvist Sørensen,4,"Relatively new gym, not cheap but nice, clean and not crowded. You can find better deals, so Jetts should look at their pricing"
Jetts 24 Hours Fitness - Siam Square One,S G,3,"Some equipments need to be fixed and maintenance. For the price I don't think it's worth it because of the equipment.

Facility is ok and other amenities.

The staff is friendly and ok."
Jetts 24 Hours Fitness - Siam Square One,Chenyu Liu,5,"As a traveler, I bought a day pass with 500 bait.Facilities in good condition, very well maintained. Shower and toilet is clean. Staffs are very helpful . They make me feeling that Bangkok is such a nice and friendly city. Thank you Jetts"
Jetts 24 Hours Fitness - Siam Square One,Sao Kongpan,4,"Nice place , clean, easy to find. I tried Zumba class for the first time and it was free!!!!"
Jetts 24 Hours Fitness - Siam Square One,Ruby Lib,5,"Good. Available 24 hours. Very crowded at evening. The inside is clean and have well social distancing. The machines have a good maintenance. Bathroom is available but no towel, soap nor shampoo. Free refilled drinking water with your own bottle. The price was proper to its qaulity."
Jetts 24 Hours Fitness - Siam Square One,Alex CP,5,I got a pass for a single month while I was in Bangkok. The staff is very nice and the gym has everything one needs for proper training.
Jetts 24 Hour Fitness Stadium One,Jidapa Samphunjaroen,3,"I'd appreciate if the trainer would leave me alone when I am doing my sessions on machine. If I ever need help on my forms or how to use a certain equipment, I will reach out to the trainers by myself. I find it annoying when trainer tries to hard sell their PT package with me, especially when I was on my headphones and didn't want to speak with anyone. (Note that this never happened when I was with Virgin active and Fitness First)

Overall gym is spacious with a lot of machines even during peak hours. The place is clean. 2-hour free parking comes with gym membership too."
Jetts 24 Hour Fitness Stadium One,Bryan Pfister,1,"I wanted to visit on a sunday but day passes are not possible, only MON - FRI.
doesn‘t make sense to me 😁"
Jetts 24 Hour Fitness Stadium One,Veran “Chaī” Treerakulwanich,1,"Mostly great except for the weekend if you drive. A big warning that Stadium One always has shoes sales events at the parking lots, which occupied 90% of the parking space."
Jetts 24 Hour Fitness Stadium One,George,5,"Good size gym, almost empty in the mornings around 8 to 10am. Has separate changing rooms and showers for male/female. Price for jetts gym is average, you can normally ask for a slight discount, particularly if you do more than one month."
Jetts 24 Hour Fitness Stadium One,Laurent Demettre,5,"Good Gym with AC, all the equipments, free classes and they sell supplements.
I paid 5400 bahts for 3 months."
Jetts 24 Hour Fitness - Canvas Phloen Chit,It’s me,4,"This review was coming from someone that has been to over 250 gyms throughout the world. I travel a lot and I constantly try new gyms. This facility is on the smaller side, but it does have everything you need. The staff was extremely friendly, they have offered plenty of drinks, Snacks, and good selection of supplements, including pre-workout, creatine, and protein powder.
This is probably the cleanest gym I’ve been to in the last year or two. If you’re going during slower hours, I would definitely come here. If you go during the busy hours, it may be a little too crowded and small."
Jetts 24 Hour Fitness - Canvas Phloen Chit,Nat Nat,1,"Don’t waste your time calling them. Those who answered usually don’t know anything and will just give you wrong information and waste your time to come all the way to the gym to find out your understanding is completely wrong. I had to go all the way to the store to get the right answer including the cancellation and the transfer of membership. This is what happened when you put incompetence people to the job, even with the one that required only the bare minimum like answering the question.

The gym is always full and all the classes will always be fully booked. Don’t waste your time signing up."
Jetts 24 Hour Fitness - Canvas Phloen Chit,David Gonzalez,1,Day 1 of water filter and toilets out of order. Prize for the  Worst maintenance ever
Jetts 24 Hour Fitness - Canvas Phloen Chit,Shannon Johlic,5,"Very convenient from BTS. Very new and not that crowded compared to other gyms in the area. They have a great selection of free weights and machines for general strength and fitness. (Definitely not a ""bodybuilder"" gym, but I doubt most are looking for that and there are already some good ones of those out there)

Machines are clean
Weights are well organized and good quality
Staff has always been super helpful

Joined 2 months ago and love it every time I go."
Jetts 24 Hour Fitness - Canvas Phloen Chit,Eaindra Soe,1,Terrible customer service. Staff are unhelpful and talk to me with no respect. They don’t explain anything properly. Completely disappointed.
Jetts 24 Hour Fitness Asoke,Erwin De Koning,4,"I went to Jetts during my holiday to stay fit so I bought a one day pas for 500 THB.
A formal registration took place and 1 got a short summary where I could found what on which floor. The equipment is great and in a good condition. The only comment that I gave that the ceilings are quite low. Yes I’m a tall guy but I almost bounced my head during the box step ups."
Jetts 24 Hour Fitness Asoke,Justin Milligan,5,"Awesome gym, fully equipped for all types of training, the open air upper floor is particularly cool (or hot 🔥)

Staff are friendly and helpful and everything is maintained well.

The location is sweet and it's open 24 hours.

What's not to love?"
Jetts 24 Hour Fitness Asoke,Patty Patty,1,"I usually don’t write reviews, but after multiple safety concerns, it’s time to speak up.

I’ve been training here for a while and have tried to stay quiet out of respect, but after multiple incidents, it’s clear that this location has serious issues in safety and professionalism.

Just today, a 15 or 20 kg fixed bar was left standing vertically in the free weight zone near the row machine — something that should never happen. It fell violently to the floor just one step away from landing on my foot.

One more step, and it could’ve broken a bone. This wasn’t just careless — it was dangerous.

This is now the second time I’ve felt unsafe in this gym.

The first was months ago while walking on the treadmill, when a staff member accidentally shut down the machine I was on while walking past. I was mid-incline — had I lost balance, I could’ve been seriously injured. Yes, he apologized, but apologies don’t erase risk.

Add to this the ongoing lack of basic cleanliness and equipment organization:
- Barbells, dumbbells, and plates are left all over the floor.
- Nothing is ever put back where it belongs.
- Staff walk around, rarely if ever stepping in to maintain order.

Let’s be honest — clients may lack gym etiquette. That’s not new. But when staff show little awareness or accountability, it becomes a bigger problem.

The only reason I continue to come is because of my trainer — not because of the environment.

And if no one starts taking responsibility, this branch won’t improve — no matter how many apologies are given.

I’ve visited other branches and always received a warm welcome and a clean, structured space.

Please do better. For everyone’s safety."
Jetts 24 Hour Fitness Asoke,F344 C4p,1,"After talking to some professionals, I realized I had to speak out.

In 2024, I signed up for this gym and said I DONT need an instructor. A few days later, same teacher called me offering free personal training services. I asked him not to call me,  he sent me messages offering same service..

Afterward, I realized he was taking photos of me exercising WITHOUT my permission.

I have videos and also have his name , wish i could share but nothing gonna change :)

It’s not cheap , always very busy !"
Jetts 24 Hour Fitness Asoke,Som Som,4,"This is the only Jett’s gym with an outdoor area that I could find in my area - it used to be at Parc 39 but they closed down.

I’m overall satisfied with the gym, but there are things that can be better:

1. You don’t know what time the lockers actually get cleared out or if there are special privileges for those with personal trainers. I keep seeing the same clothes in one of the unlocked lockers so there is a bit of an inconsistency here.

2. The rooftop door keeps getting broken - maybe find someone who knows how to make a practical door that doesn’t break in less than a month every time it gets fixed?

3. There was a broken shower head and a few broken things in some of the washrooms and they remain that way for a long time.

4. The tissue dispenser box at the outdoor area keeps falling apart. With how busy the gym gets, I’m sure there’s enough funds to fix these minor issues.

For the price I get, I don’t think it’s that bad, but it can definitely improve especially with how crowded it gets  - that’s a lot of people paying for a good service."
Jetts 24 Hour Fitness - Unilever House,Mathieu Chaumont,3,"Overall, it’s a decent gym, but there are definitely some issues.

Pricing – “Modern” Gyms  in Thailand are expensive for the quality of equipment, and Jetts is no exception. 2,000 THB/month/1year isn’t cheap, especially considering that some condominiums have better equipment for free. In other countries, you’d expect a high-end gym for this price, not one filled with Matrix machines, which are entry-level for bodybuilding. The biggest advantage for me is that it’s open 24/7 and 50 meters from home, but that’s about it.

Air Conditioning Issues – The free weights and bench area gets way too hot. It seems like only one fan is working, so you end up wiping sweat off your face every 5 minutes. Definitely something they need to fix. Maybe add more fans ?

Equipment Maintenance & Missing Machines – Some machines lack maintenance, with worn-out handles that feel like they’re about to break. Some machines are near the end of their lifespan. One bench is broken. Also, they could easily fit 3-4 extra essential machines to make it more bodybuilding-friendly, especially an extra squat rack. There’s some wasted space that could be better used. Dumbbells also cap at 35kg, so it’s not a gym for hardcore bodybuilders, more for general fitness.

Crowd & Peak Hours – Mornings are very quiet, making it a great time to train. However, around 6 PM, the gym gets way too crowded, and there just aren’t enough machines and benches to accommodate everyone.

Private Coaching – I won’t judge the trainers, but they seem best suited for absolute beginners or people who lack motivation and discipline. Nothing too advanced. They are nice and this may be enough for you.

Final Thoughts – It’s a decent option, especially since they have multiple locations across Bangkok & Thailand (Pattaya, Hua Hin, Phuket…), which is convenient for travel. It complements my condo gym well, but for bodybuilding serious training, there are better options out there."
Jetts 24 Hour Fitness - Unilever House,Silvi N,5,"Great gym! It's spacious with plenty of machines, so you don't have to wait. The staff is super friendly and helpful. There are private bathrooms with showers, lockers, and even a vending machine for snacks. The views are amazing, and the overall atmosphere is really nice. Highly recommend!"
Jetts 24 Hour Fitness - Unilever House,Taweerat Kairaskulapat,2,"The gym is not bad overall, but it gets extremely crowded during peak hours (5-8 P.M.), making it hard to get a proper workout. The biggest issue is the air conditioning—easily the worst I’ve ever experienced. The dumbbell area, in particular, feels unbearably hot, which makes training uncomfortable. On top of that, there are no towels available, which raises hygiene concerns since people sweat heavily in this heat. The lack of proper ventilation and basic amenities makes the environment feel unclean. If they improve the air conditioning, provide towels, and maintain better hygiene, it would be a much better experience."
Jetts 24 Hour Fitness - Unilever House,Илья Гусев,1,"Extremely disappointed with Jetts Gym. I paid upfront for a 3-month membership, but after just a few visits I was suddenly denied entry because of my workout shoes — despite no warning during registration or mention in the contract.

What’s worse, I saw people training barefoot or wearing old, dirty, torn shoes, and no one seemed to care. My shoes were brand new, breathable, and used exclusively for training — never worn outside.

Staff refused to discuss or offer any solutions. I offered to stop using the gym and requested a refund for the unused 2 months — denied without any consideration.

This is a clear example of double standards and poor customer service. If you expect transparency and respect as a paying client, avoid this place.

👎 Inconsistent and unclear rules
👎 No empathy or flexibility
👎 Selective enforcement and unprofessional staff"
Jetts 24 Hour Fitness - Unilever House,Fred Bran,2,The staff leaves all the equipment around after private sessions. If they are the first ones not to respect the gym how can you expect the customers to do so? It’s also dirty and many items in the lockers and toilets are broken.
Jetts 24 Hour Fitness Victory Hub เจ็ทส์ ฟิตเนส 24 ชั่วโมง วิคตอรี่ ฮับ,Jordan I,4,"really nice gym but a day pass is 500 baht (at least for foreigners) and they make you sign several forms first, take your ID, etc. Equipment was good though, and the personal trainers that work there are very ....hands on"
Jetts 24 Hour Fitness Victory Hub เจ็ทส์ ฟิตเนส 24 ชั่วโมง วิคตอรี่ ฮับ,Apisit Aoimoon,2,"Very crowded, not enough equipment.
Many people stuck on their bench/machine with smart phone.
Not enough toilet, especially 5-10 P.M.
The Best thing of this branch is numerous of treadmills."
Jetts 24 Hour Fitness Victory Hub เจ็ทส์ ฟิตเนส 24 ชั่วโมง วิคตอรี่ ฮับ,Matthew Mariner,2,"Not a very well kept gym.

When I was there, supplies were not re-stocked (despite asking) while staff sat around.   It also has limited machines and only 1 or 2 weight racks, so weights often just lay on the floor.

Don't recommend."
Jetts 24 Hour Fitness Victory Hub เจ็ทส์ ฟิตเนส 24 ชั่วโมง วิคตอรี่ ฮับ,Ruben Bijman,5,"A great experience.

I wanted to use the facilities for one day only, this was unfortunately not possible to to their membership system but then they let me gym for free.

Thank you again!"
Jetts 24 Hour Fitness Victory Hub เจ็ทส์ ฟิตเนส 24 ชั่วโมง วิคตอรี่ ฮับ,northy pinky,5,"I like this place because it's clean and convenient, and today I was very impressed because deputy branch manager introduced himself to me and taught me how to use the exercise equipment correctly. He very cute. His name is GOT😘"
Jetts 24 Hour Fitness Stadium One,Jidapa Samphunjaroen,3,"I'd appreciate if the trainer would leave me alone when I am doing my sessions on machine. If I ever need help on my forms or how to use a certain equipment, I will reach out to the trainers by myself. I find it annoying when trainer tries to hard sell their PT package with me, especially when I was on my headphones and didn't want to speak with anyone. (Note that this never happened when I was with Virgin active and Fitness First)

Overall gym is spacious with a lot of machines even during peak hours. The place is clean. 2-hour free parking comes with gym membership too."
Jetts 24 Hour Fitness Stadium One,Bryan Pfister,1,"I wanted to visit on a sunday but day passes are not possible, only MON - FRI.
doesn‘t make sense to me 😁"
Jetts 24 Hour Fitness Stadium One,Veran “Chaī” Treerakulwanich,1,"Mostly great except for the weekend if you drive. A big warning that Stadium One always has shoes sales events at the parking lots, which occupied 90% of the parking space."
Jetts 24 Hour Fitness Stadium One,George,5,"Good size gym, almost empty in the mornings around 8 to 10am. Has separate changing rooms and showers for male/female. Price for jetts gym is average, you can normally ask for a slight discount, particularly if you do more than one month."
Jetts 24 Hour Fitness Stadium One,Laurent Demettre,5,"Good Gym with AC, all the equipments, free classes and they sell supplements.
I paid 5400 bahts for 3 months."
Jetts 24 Hours Fitness - Siam Square One,S G,3,"Some equipments need to be fixed and maintenance. For the price I don't think it's worth it because of the equipment.

Facility is ok and other amenities.

The staff is friendly and ok."
Jetts 24 Hours Fitness - Siam Square One,Chenyu Liu,5,"As a traveler, I bought a day pass with 500 bait.Facilities in good condition, very well maintained. Shower and toilet is clean. Staffs are very helpful . They make me feeling that Bangkok is such a nice and friendly city. Thank you Jetts"
Jetts 24 Hours Fitness - Siam Square One,Sao Kongpan,4,"Nice place , clean, easy to find. I tried Zumba class for the first time and it was free!!!!"
Jetts 24 Hours Fitness - Siam Square One,Ruby Lib,5,"Good. Available 24 hours. Very crowded at evening. The inside is clean and have well social distancing. The machines have a good maintenance. Bathroom is available but no towel, soap nor shampoo. Free refilled drinking water with your own bottle. The price was proper to its qaulity."
Jetts 24 Hours Fitness - Siam Square One,Alex CP,5,I got a pass for a single month while I was in Bangkok. The staff is very nice and the gym has everything one needs for proper training.
Jetts 24 Hour Fitness Suanplern Market Rama 4 เจ็ทส์ ฟิตเนส 24 ชั่วโมง ตลาดสวนเพลิน พระราม 4,Patrick Lyons,1,"These guys are just not an honest company unfortunately. They advertise 2500 baht  per month for 1 month but require a 3000 baht fee to actually have 24 hour access. Just don’t waste your time with any Jetts branded gym, there are other more honest and respectable gyms in Bangkok."
Jetts 24 Hour Fitness Suanplern Market Rama 4 เจ็ทส์ ฟิตเนส 24 ชั่วโมง ตลาดสวนเพลิน พระราม 4,Nugget Yeet,1,"One of the worst services I have ever experienced. The staff were rude and unprofessional. I had just paid for the membership, and they asked my friend to leave simply for wearing socks and sandals even though he wasn’t even using the equipment. Very bad service. Not recommended."
Jetts 24 Hour Fitness Suanplern Market Rama 4 เจ็ทส์ ฟิตเนส 24 ชั่วโมง ตลาดสวนเพลิน พระราม 4,DTrawangan,5,Very nice gym. This specific one is often not busy who is very cool when you train. Becky at reception was very nice. 1700 bath a month very good price.. I had a gym in my condo but i still took a memberhop for the course and extra equipment. Also they have a lot of gyms all over thailand so if you wanna visit you can still continue to train...
Jetts 24 Hour Fitness Suanplern Market Rama 4 เจ็ทส์ ฟิตเนส 24 ชั่วโมง ตลาดสวนเพลิน พระราม 4,Sima Parwani,1,You make people sign a contract. When I say i don’t want to work with you. You threaten me to black list me. You take my card details and information and use it. And this is not right. After everything your staff is never aware about anything happening . You are not a gym you are  business .
Jetts 24 Hour Fitness Suanplern Market Rama 4 เจ็ทส์ ฟิตเนส 24 ชั่วโมง ตลาดสวนเพลิน พระราม 4,Alexis Gaonac'h,3,"Good gym with new equipment and nice staff.
No waiting time for the treadmills even half of it are shut down to respect social distancing.
Price is reasonable and there is no 12-month engagement which is good for the flexibility.

The bad point is about the restrooms : only 4 showers and 2 toilets in the male dressing room. The shower cabins are pretty small and your clothes can get wet easily...
The design of the restrooms is better in the SJ infinite branch for example.
Also, the smell in the dressing room is unpleasant."
Jetts 24hr Fitness at Saimai Avenue,Methawee Wiriyathananon,5,Good atmosphere. Nice people. Nice staff. Plenty of car park. Food park and Tops nearby.
Jetts 24hr Fitness at Saimai Avenue,Pu Ro,5,Nice gym open 24hrs
Jetts 24hr Fitness at Saimai Avenue,Eyüp Tebir,5,Small but clean
Jetts 24hr Fitness at Saimai Avenue,Peter Backof,5,"Great and highly recommended. One of the best Jetts in Bangkok. Fully equipped. Modern design. The huge red climbing frame also has nice, shaded lighting. It's also great that half of the exterior walls let in plenty of natural light and sun. The high ceilings are also good. Also commendable, and unfortunately not a given at Jetts, is that they also have ""pod showers."" ✅✅✅ The entrance is easy to find. Downstairs in the middle of the building, then up a spiral staircase to the upper floor. P.S.: The area between the Skytrain/BTS and Jetts is much more rural, beautiful, and greener than you're used to in Bangkok... At times, it reminded me of Isaan or lovely Thai villages, but also lots of dogs!
P.P.S.: Great. There's also a (small) Decathlon, one of the best sports stores in Thailand/the world, next door. Makro is also nearby."
Jetts 24hr Fitness at Saimai Avenue,Suthikiat Sangthong,5,"The fitness center is fully equipped and open 24 hours. The bathrooms are clean. Just bring your workout clothes and shower right afterward.
Plenty of parking. If you come late, you'll see our regular Lai. There's even a resident cat in the parking lot."
Jetts 24 Hour Fitness - Silom Connect,Charlene Liang,2,"The staff is really nice, but they don’t speak much English. A one-day pass is 500 THB and a 3-day pass is 1000 THB. They also have a time limit on when you can use the gym, which I found a bit restrictive. Personally, I think the price is pretty ridiculous, so I didn’t end up going inside. Not sure how the equipment is, but if you don’t mind the cost, you can check it out."
Jetts 24 Hour Fitness - Silom Connect,陈文韬,1,"The smell is very bad, and I never saw anyone cleaning the equipment. The yoga mats are very, very dirty. No one ever told me that I had to wear sneakers, it was a waste of time. The staff can't speak English, and there is no service after the membership is signed up. There are many people every day, and it is very noisy. I don't recommend this store."
Jetts 24 Hour Fitness - Silom Connect,Иван Баркар,5,Day pass 500 thb. It's clean and fresh. U have space and different zone activity. I enjoy my experience. location next door to everything. Stuff was nice annoying only clicong forms even for one day pass. The water in shower 🚿 been  not hot and u can't change it
Jetts 24 Hour Fitness - Silom Connect,K “Momo80” K,5,Quite a decent gym for foreigners. Quick and no fuss. 500 baht for day pass . Sufficient machines are present.
Jetts 24 Hour Fitness - Silom Connect,Andre Matarazzo,4,"Looks new, amazing equipment, the prices are not absurd and it’s a good choice for travelers staying at least a week in Bangkok. Service is pretty lame - a bunch of kids just hanging around the computer and can’t care less about who enters or leave."
Jetts 24 Hour Fitness - Sena Fest (Charoen Nakhon),Walter White,3,"Tiny weights area—almost to an unacceptable level. The Smith machine has weird stoppers that make it impossible to do hip thrusts. Honestly, I feel like this gym is worth at most 1000 baht per month.

The 24-hour policy is nice, but it’s not really a game changer in Bangkok—it’s pretty standard.

The cardio section is big, though.

The staff is nice, but they also try to lie about the absence of a free trial, just like in First Fitness.

Could and should be better!"
Jetts 24 Hour Fitness - Sena Fest (Charoen Nakhon),360 MAGAZINE,5,"Jetts 24 hour is one of the best gyms in Bangkok. Great customer service, good equipment inside a fairly clean environment. They had paper towels to wipe down machines, a water fountain as well as a vending machine with Gatorade drinks for $.75 cents. A one day pass is approximately $15."
Jetts 24 Hour Fitness - Sena Fest (Charoen Nakhon),Cena Felix,1,"One of THE, if not THE worst Jett’s in Bangkok. Small, cramped and always packed. Barely any machines, missing basic machines like chest flies. Not worth the membership if u have to come to this one."
Jetts 24 Hour Fitness - Sena Fest (Charoen Nakhon),Lilly Winds,2,"Cramped Space and Poor Facilities

Jetts Sena Fest is very small and lacks sufficient equipment, making it hard to get a proper workout especially during busy hours.

I also didn’t like that the toilet is unisex; it felt uncomfortable, and the cleanliness wasn’t great.

There’s no proper rest area, and you need to bring your own lock for the lockers, which is inconvenient.

Overall, the facility feels cramped and poorly maintained. Wouldn’t recommend if you’re looking for comfort or convenience"
Jetts 24 Hour Fitness - Sena Fest (Charoen Nakhon),Ferdinand Nagal,1,"So disappointed. I made an appointment yesterday to use the scale today at 9 am. I came before 9 am and there's no one at the receptionist. I waited few minutes, there was one guy. I told him I had appointment to use the scale today at 9 am. He asked me to wait. I waited for 20+ minutes and I saw no one at the receptionist. I saw him training someone. At least told me that you have PT session and couldn't accommodate me to use the scale. Just don't ignore other people. It's a basic manner."
Jetts 24 Hour Fitness Amorini Ramintra เจ็ทส์ ฟิตเนส 24 ชั่วโมง อมอรินี่ รามอินทรา,ธรรมนูญ นนท์ผม,4,Nice staff but the place is crowded since not much option for gym around here
Jetts 24 Hour Fitness Amorini Ramintra เจ็ทส์ ฟิตเนส 24 ชั่วโมง อมอรินี่ รามอินทรา,BEIN96IFT,5,"Great place for exercise, a lot of machine and great atmosphere"
Jetts 24 Hour Fitness Amorini Ramintra เจ็ทส์ ฟิตเนส 24 ชั่วโมง อมอรินี่ รามอินทรา,Nisarat Ngamnaramitdee,5,Good
Jetts 24 Hour Fitness Amorini Ramintra เจ็ทส์ ฟิตเนส 24 ชั่วโมง อมอรินี่ รามอินทรา,鬱鬱康,1,Noisy….
Jetts 24 Hour Fitness Amorini Ramintra เจ็ทส์ ฟิตเนส 24 ชั่วโมง อมอรินี่ รามอินทรา,rachanon charoonsak,1,"Most of the employees don't have any manners. On the first day I came to apply, many people gave me annoying and unfriendly looks. The manager who applied did not have any manners. It is not surprising that many trainers lack basic manners. The manager came on the first day and was told if his father came with him today when he went to apply for a fitness fee because it would sell training courses. When we told him to try a trial first, it seemed like there was nothing but that was enough. I tried to finish it again and this time I avoided it by asking the caller to ask at home first and he said again that he was calling his mother. That is, not very polite when speaking. I've never seen this before. Many trainers don't have much manners, they look bad and are very narrow. I once walked across a trainer and didn't dodge for a bit, collided with each other and didn't even bother to apologize to the person wearing trainers. The housekeeper first came but was not very good. Sweeping and rubbing in the locker row didn't look like she was going to be in trouble. Many people who play here are strange about placing things on the seat because they are doing PT. As for it coming later, I put it first and it wanted to put it later. It's a matter of the spine, but when we went to sit and rest nearby, it turned and looked at us like it was after a cheap water bottle. Even though we sat down and sat down to rest first and were not satisfied, we didn't have to put it down later and it would still be a big deal. All in all, many things were not impressive."
Jetts 24 Hour Fitness Asoke,Erwin De Koning,4,"I went to Jetts during my holiday to stay fit so I bought a one day pas for 500 THB.
A formal registration took place and 1 got a short summary where I could found what on which floor. The equipment is great and in a good condition. The only comment that I gave that the ceilings are quite low. Yes I’m a tall guy but I almost bounced my head during the box step ups."
Jetts 24 Hour Fitness Asoke,Justin Milligan,5,"Awesome gym, fully equipped for all types of training, the open air upper floor is particularly cool (or hot 🔥)

Staff are friendly and helpful and everything is maintained well.

The location is sweet and it's open 24 hours.

What's not to love?"
Jetts 24 Hour Fitness Asoke,Patty Patty,1,"I usually don’t write reviews, but after multiple safety concerns, it’s time to speak up.

I’ve been training here for a while and have tried to stay quiet out of respect, but after multiple incidents, it’s clear that this location has serious issues in safety and professionalism.

Just today, a 15 or 20 kg fixed bar was left standing vertically in the free weight zone near the row machine — something that should never happen. It fell violently to the floor just one step away from landing on my foot.

One more step, and it could’ve broken a bone. This wasn’t just careless — it was dangerous.

This is now the second time I’ve felt unsafe in this gym.

The first was months ago while walking on the treadmill, when a staff member accidentally shut down the machine I was on while walking past. I was mid-incline — had I lost balance, I could’ve been seriously injured. Yes, he apologized, but apologies don’t erase risk.

Add to this the ongoing lack of basic cleanliness and equipment organization:
- Barbells, dumbbells, and plates are left all over the floor.
- Nothing is ever put back where it belongs.
- Staff walk around, rarely if ever stepping in to maintain order.

Let’s be honest — clients may lack gym etiquette. That’s not new. But when staff show little awareness or accountability, it becomes a bigger problem.

The only reason I continue to come is because of my trainer — not because of the environment.

And if no one starts taking responsibility, this branch won’t improve — no matter how many apologies are given.

I’ve visited other branches and always received a warm welcome and a clean, structured space.

Please do better. For everyone’s safety."
Jetts 24 Hour Fitness Asoke,F344 C4p,1,"After talking to some professionals, I realized I had to speak out.

In 2024, I signed up for this gym and said I DONT need an instructor. A few days later, same teacher called me offering free personal training services. I asked him not to call me,  he sent me messages offering same service..

Afterward, I realized he was taking photos of me exercising WITHOUT my permission.

I have videos and also have his name , wish i could share but nothing gonna change :)

It’s not cheap , always very busy !"
Jetts 24 Hour Fitness Asoke,Som Som,4,"This is the only Jett’s gym with an outdoor area that I could find in my area - it used to be at Parc 39 but they closed down.

I’m overall satisfied with the gym, but there are things that can be better:

1. You don’t know what time the lockers actually get cleared out or if there are special privileges for those with personal trainers. I keep seeing the same clothes in one of the unlocked lockers so there is a bit of an inconsistency here.

2. The rooftop door keeps getting broken - maybe find someone who knows how to make a practical door that doesn’t break in less than a month every time it gets fixed?

3. There was a broken shower head and a few broken things in some of the washrooms and they remain that way for a long time.

4. The tissue dispenser box at the outdoor area keeps falling apart. With how busy the gym gets, I’m sure there’s enough funds to fix these minor issues.

For the price I get, I don’t think it’s that bad, but it can definitely improve especially with how crowded it gets  - that’s a lot of people paying for a good service."
